,title,Directed by,Written by,Produced by,Starring,Cinematography,Edited by,Music by,Distributed by,Release date,Running time,Country,Language,Running time (int),Release date (datetime),imdb,metascore,rotten_tomatoes,plot,genre,awards,Screenplay by,Story by,Based on,Production company,Budget,Box office,Production companies,Countries,Languages,Narrated by,Portuguese,Japanese,Hepburn,French,Color process,Literally,Dutch,Spanish,Traditional,Simplified,Mandarin,Dialogue by,Cantonese,Italian,Danish,Original title,Arabic,Romanized,Russian,Hungarian,Polish,German,Hangul,Revised Romanization,McCune–Reischauer,Chinese,Romanian
287,Amour,Michael Haneke,Michael Haneke,"['Margaret Ménégoz', 'Stefan Arndt', 'Veit Heiduschka', 'Michael Katz']","['Jean-Louis Trintignant', 'Emmanuelle Riva', 'Isabelle Huppert']",Darius Khondji,"['Monika Willi', 'Nadine Muse']",,"['Les Films du Losange', 'X-Verleih', 'Filmladen']","['20 May 2012 ( Cannes )', '20 September 2012 (Germany)', '24 October 2012 (France)']",127 minutes,,French,127,2012-05-20,7.9,94,93%,"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested",Drama,Won 1 Oscar. 83 wins & 107 nominations total,,,,,$ 8.9 million,$29.9 million,"['Les Films du Losange', 'X-Filme Creative Pool', 'Wega Film', 'France 3 Cinéma', 'Canal+']","['France', 'Austria', 'Germany']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Kon-Tiki,"['Joachim Rønning', 'Espen Sandberg']",Petter Skavlan,"['Jeremy Thomas', 'Aage Aaberge']","['Pål Sverre Hagen', 'Anders Baasmo Christiansen', 'Tobias Santelmann', 'Gustaf Skarsgård', 'Odd-Magnus Williamson', 'Jakob Oftebro', 'Agnes Kittelsen']",Geir Hartly Andreassen,"['Per-Erik Eriksen', 'Martin Stoltz']",Johan Söderqvist,Nordisk Film,['24 August 2012'],"['119 minutes )', '114 minutes']",,,119,2012-08-24,7.2,62,81%,"Legendary explorer Thor Heyerdahl's epic 4,300-mile crossing of the Pacific on a balsawood raft in 1947, in an effort to prove that it was possible for South Americans to settle in Polynesia in pre-Columbian times.","Adventure, Biography, Drama",Nominated for 1 Oscar. 12 wins & 14 nominations total,,,,,93 million NOK (c. US $15.5 million),$22.8 million,"['Nordisk Film', 'Film i Väst', 'Recorded Picture Company', 'DCM Productions', 'Roenbergfilm']","['Norway', 'Denmark', 'Germany', 'Sweden', 'United Kingdom']","['Norwegian', 'English']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,No,Pablo Larraín,,"['Daniel Marc Dreifuss', 'Pablo Larraín', 'Juan de Dios Larraín']",Gael García Bernal,Sergio Armstrong,Andrea Chignoli,Carlos Cabezas,Sony Pictures Classics,"['18 May 2012 ( Cannes )', '9 August 2012 (Chile)', '16 November 2012 (premiere)', '15 February 2013 (US)']",118 minutes,,,118,2012-05-18,8.1,91,93%,Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,"Crime, Drama, Thriller",Won 4 Oscars. 163 wins & 140 nominations total,Pedro Peirano,,"['El Plebiscito', 'by', 'Antonio Skármeta']",Participant Media,,$7.7 million,,"['Chile', 'France', 'United States']","['Spanish', 'English']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,A Royal Affair,Nikolaj Arcel,"['Nikolaj Arcel', 'Rasmus Heisterberg']","['Meta Louise Foldager', 'Sisse Graum Jørgensen', 'Louise Vesth']","['Mads Mikkelsen', 'Alicia Vikander', 'Mikkel Følsgaard']",Rasmus Videbæk,"['Kasper Leick', 'Mikkel E.G. Nielsen']","['Cyrille Aufort', 'Gabriel Yared']",Nordisk Film Distribution,"['16 February 2012 ( Berlinale )', '29 March 2012 (Denmark)']",137 minutes,,Danish,137,2012-02-16,5.3,N/A,,"Lissie, the young editor assistant wants promotion and a good guy. In a party she meets this perfect guy but the next day at the office meeting she finds out he is not as perfect as it seemed.","Comedy, Romance",1 nomination.,,,"['Prinsesse af blodet', 'by Bodil Steensen-Leth']",,,$14.7 million,"['Zentropa Entertainments', 'DR TV', 'Trollhättan Film AB', 'Film i Väst', 'Sveriges Television', 'Sirena Film']","['Denmark', 'Sweden', 'Czech Republic']",,,,,,,,,,,,,,,,,En kongelig affære,,,,,,,,,,,,
291,War Witch,Kim Nguyen,Kim Nguyen,"['Pierre Even', 'Marie-Claude Poulin', 'Kim Nguyen']","['Rachel Mwanza', 'Serge Kanyinda', 'Alain Lino Mic Eli Bastien']",Nicolas Bolduc,Richard Comeau,,Métropole Films,"['17 February 2012 ( Berlin )', 'October 2012 (Canada)']",90 minutes,Canada,,90,2012-02-17,,,,,,,,,,,,"$70,544",,,"['French', 'Lingala']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,The Great Beauty,Paolo Sorrentino,,"['Nicola Giuliano', 'Francesca Cima', 'Fabio Conversi']","['Toni Servillo', 'Carlo Verdone', 'Sabrina Ferilli', 'Carlo Buccirosso']",Luca Bigazzi,Cristiano Travaglioli,Lele Marchitelli,Medusa Film,['21 May 2013'],"['142 minutes', ""173 minutes (Director's cut)""]",,,142,2013-05-21,N/A,N/A,,N/A,"Short, Adult",N/A,"['Paolo Sorrentino', 'Umberto Contarello']",Paolo Sorrentino,,,"€9,200,000","$24,164,400","['Indigo Film', 'Medusa Film', 'Babe Films', 'Pathé']","['Italy', 'France']","['Italian', 'Japanese', 'Spanish', 'Chinese']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,The Broken Circle Breakdown,Felix van Groeningen,,"['Dirk Impens', 'Frans van Gestel', 'Laurette Schillings', 'Arnold Heslenfeld']","['Johan Heldenbergh', 'Veerle Baetens']",Ruben Impens,Nico Leunen,Bjorn Eriksson,Kinepolis Film Distribution,['10 October 2012'],111 minutes,Belgium,Dutch,111,2012-10-10,7.7,70,83%,"Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial.","Drama, Music, Romance",Nominated for 1 Oscar. 38 wins & 27 nominations total,"['Carl Joos', 'Felix van Groeningen']",,"['The Broken Circle Breakdown', 'by', 'Johan Heldenbergh', 'Mieke Dobbels']","['Menuet', 'Topkapi Films']",,$5.5 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,The Hunt,Thomas Vinterberg,"['Tobias Lindholm', 'Thomas Vinterberg']","['Morten Kaufmann', 'Sisse Graum Jørgensen', 'Thomas Vinterberg']",Mads Mikkelsen,Charlotte Bruus Christensen,"['Anne Østerud', 'Janus Billeskov Jansen']",Nikolaj Egelund,Nordisk Film,"['20 May 2012 ( Cannes )', '10 January 2013 (Denmark )']",115 minutes,Denmark,,115,2012-05-20,6.5,50,57%,"Twelve strangers wake up in a clearing. They don't know where they are, or how they got there. They don't know they've been chosen - for a very specific purpose - The Hunt.","Action, Horror, Thriller",1 win & 4 nominations,,,,Zentropa,$3.45 million,$18.3 million,,,"['Danish', 'English']",,,,,,,,,,,,,,,,Jagten,,,,,,,,,,,,
295,The Missing Picture,Rithy Panh,"['Rithy Panh', 'Christophe Bataille']",Catherine Dussart,,Prum Mesa,"['Rithy Panh', 'Marie-Christine Rougerie']",Marc Marder,Les Acacias,"['19 May 2013 ( Cannes )', '21 October 2015 (France)']",92 minutes,,French,92,2013-05-19,N/A,N/A,,"Julia reminisces about the time she took her mother, who is suffering from Alzheimer's, and her son to the beach for the first time.","Short, Drama",2 wins.,,,,,,,,"['Cambodia', 'France']",,"['Randal Douc', 'Jean-Baptiste Phou']",,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Omar,Hany Abu-Assad,Hany Abu-Assad,"['Hany Abu-Assad', 'Waleed Zuaiter', 'David Gerson']","['Adam Bakri', 'Waleed Zuaiter', 'Leem Lubany']",Ehab Assal,"['Martin Brinkler', 'Eyas Salman']",,,['21 May 2013 (Cannes)'],96 minutes,Palestine,Arabic,96,2013-05-21,7.5,75,90%,A young Palestinian freedom fighter agrees to work as an informant after he's tricked into an admission of guilt by association in the wake of an Israeli soldier's killing.,"Crime, Drama, Romance",Nominated for 1 Oscar. 12 wins & 11 nominations total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Ida,Paweł Pawlikowski,"['Rebecca Lenkiewicz', 'Paweł Pawlikowski']","['Eric Abraham', 'Piotr Dzięcioł', 'Ewa Puszczyńska']","['Agata Kulesza', 'Agata Trzebuchowska', 'Dawid Ogrodnik']","['Łukasz Żal', 'Ryszard Lenczewski']",Jarosław Kamiński,Kristian Eidnes Andersen,"['Solopan', 'Memento Films', 'Artificial Eye']","['7 September 2013 ( TIFF )', '11 September 2013 (Poland)']",82 minutes,,,82,2013-09-07,7.4,91,96%,A novice nun about to take her vows uncovers a family secret dating back to the German occupation.,Drama,Won 1 Oscar. 68 wins & 92 nominations total,,,,,$2.6 million,$15.3 million,"['Canal+ Polska', 'Danish Film Institute', 'Eurimages']","['Poland', 'Denmark', 'France', 'United Kingdom']","['Polish', 'French', 'Latin']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Leviathan,Andrey Zvyagintsev,"['Andrey Zvyagintsev', 'Oleg Negin']","['Alexander Rodnyansky', 'Sergey Melkumov']","['Aleksei Serebryakov', 'Elena Lyadova', 'Vladimir Vdovichenkov', 'Roman Madyanov']",Mikhail Krichman,,"Andrey Dergachev, Philip Glass",Fox,"['23 May 2014 ( Cannes )', '5 February 2015 (Russia)']",141 minutes,Russia,Russian,141,2014-05-23,5.8,51,24%,"Perched on the hull of a wrecked Soviet freighter, a team of deep-sea miners led by head oceanographer Steven Beck comes face to face with a mutant creature that's the product of a failed genetic experiment.","Adventure, Horror, Mystery",1 win & 1 nomination,,,,,220 million RUB ( ),$3.4 million,"['Non-Stop Production', 'Russian Ministry of Culture Cinema Fund', 'RuArts Foundation']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Tangerines,Zaza Urushadze,Zaza Urushadze,"['Ivo Felt', 'Zaza Urushadze']","['Lembit Ulfsak', 'Elmo Nüganen', 'Mikheil Meskhi', 'Giorgi Nakashidze', 'Raivo Trass']",Rein Kotov,Alexander Kuranov,Niaz Diasamidze,"Allfilm , Cinema 24 , Samuel Goldwyn Films",['15 October 2013'],87 minutes,,,87,2013-10-15,N/A,N/A,,What happens when a novelist loses his muse.,"Short, Comedy, Fantasy",N/A,,,,,"€650,000",,,"Estonia, Georgia","['Estonian', 'Russian']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Timbuktu,Abderrahmane Sissako,"['Abderrahmane Sissako', 'Kessen Tall']","['Sylvie Pialat', 'Étienne Comar']","['Abel Jafri', 'Hichem Yacoubi']",Sofian El Fani,Nadia Ben Rachid,Amine Bouhafa,Cohen Media Group,"['15 May 2014 ( Cannes )', '10 December 2014 (France)']",96 minutes,,,96,2014-05-15,7.2,92,98%,A cattle herder and his family who reside in the dunes of Timbuktu find their quiet lives -- which are typically free of the Jihadists determined to control their faith -- abruptly disturbed.,"Drama, War",Nominated for 1 Oscar. 29 wins & 21 nominations total,,,,,,$7.2 million,"['Arte France Cinéma', 'Canal+', 'Ciné+', 'CNC', 'TV5 Monde']","['Mauritania', 'France']","['Hassaniya Arabic', 'English', 'French', 'Tamasheq', 'Bambara']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Wild Tales,Damián Szifron,Damián Szifron,"['Agustín Almodóvar', 'Pedro Almodóvar', 'Esther García', 'Matías Mosteirín', 'Felipe Photiades', 'Gerardo Rozín', 'Hugo Sigman']","['Ricardo Darín', 'Oscar Martínez', 'Leonardo Sbaraglia', 'Érica Rivas', 'Rita Cortese', 'Julieta Zylberberg', 'Darío Grandinetti']",Javier Juliá,"['Pablo Barbieri Carrera', 'Damián Szifron']",Gustavo Santaolalla,Warner Bros. España,"['17 May 2014 ( Cannes )', '21 August 2014 (Argentina)', '17 October 2014 (Spain)']",122 minutes,,Spanish,122,2014-05-17,N/A,N/A,,N/A,Documentary,N/A,,,,,$3.3–4 million,$30.6–44.1 million,"['Kramer & Sigman Films', 'El Deseo', 'Telefe Productions', 'Corner Contenidos']","['Argentina', 'Spain']",,,,,,,,,,Relatos salvajes,,,,,,,,,,,,,,,,,,,
302,Son of Saul,László Nemes,"['László Nemes', 'Clara Royer']","['Gábor Sipos', 'Gábor Rajna']","['Géza Röhrig', 'Levente Molnár', 'Urs Rechn']",Mátyás Erdély,Matthieu Taponier,László Melis,Mozinet,"['15 May 2015 ( Cannes )', '11 June 2015 (Hungary)']",107 minutes,Hungary,,107,2015-05-15,,,,,,,,,,Laokoon Filmgroup,€1.5 million,$9.7 million,,,"['German', 'Hungarian', 'Polish', 'Yiddish', 'Russian', 'Slovak', 'Czech', 'Greek']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Embrace of the Serpent,Ciro Guerra,"['Ciro Guerra', 'Jacques Toulemonde Vidal']",Cristina Gallego,"['Jan Bijvoet', 'Nilbio Torres', 'Antonio Bolívar']",David Gallego,Etienne Boussac,Nascuy Linares,Diaphana Films,"['15 May 2015 ( Cannes )', '21 May 2015 (Colombia)']",125 minutes,,,125,2015-05-15,,,,,,,,,Theodor Koch-Grunberg and Richard Evans Schultes (diaries),,$1.4 million,$3.4 million,"['Buffalo Films', 'Buffalo Producciones', 'Caracol Televisión', 'Ciudad Lunar Producciones', 'Dago García Producciones', 'MC Producciones', 'Nortesur Producciones']","['Colombia', 'Venezuela', 'Argentina']","['Cubeo', 'Huitoto', 'Ticuna', 'Wanano', 'Spanish', 'Portuguese', 'German', 'Catalan', 'Latin', 'English']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Mustang,Deniz Gamze Ergüven,"['Deniz Gamze Ergüven', 'Alice Winocour']",Charles Gillibert,"['Güneş Şensoy', 'Doğa Doğuşlu', 'Elit İşcan', 'Tuğba Sunguroğlu', 'İlayda Akdoğan']","['David Chizallet', 'Ersin Gok']",Mathilde Van de Moortel,Warren Ellis,Ad Vitam,"['19 May 2015 ( Cannes )', '17 June 2015 (France)']",97 minutes,,Turkish,97,2015-05-19,7.6,83,97%,"When five orphan girls are seen innocently playing with boys on a beach, their scandalized conservative guardians confine them while forced marriages are arranged.",Drama,Nominated for 1 Oscar. 46 wins & 62 nominations total,,,,,$1.3 million,$4.9 million,,"['France', 'Germany', 'Turkey']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Theeb,Naji Abu Nowar,"['Naji Abu Nowar', 'Bassel Ghandour']","['Bassel Ghandour', 'Rupert Lloyd', 'Nadine Toukan', 'Nasser Kalaji', 'Laith Majali', 'Diala Al Raie', 'Yanal Kassay']",Jacir Eid Al-Hwietat,Wolfgang Thaler,Rupert Lloyd,Jerry Lane,"['MAD Solutions (MENA)', 'Film Movement', '(US)', 'New Wave Films (UK)']","['4 September 2014 ( Venice )', '19 March 2015 (UAE)', '19 March 2015 (Jordan)', '14 August 2015 (UK)']",100 minutes,,,100,2014-09-04,7.2,80,97%,"In the Ottoman province of Hijaz during World War I, a young Bedouin boy experiences a greatly hastened coming-of-age as he embarks on a perilous desert journey to guide a British officer to his secret destination.","Adventure, Drama, Thriller",Nominated for 1 Oscar. 10 wins & 17 nominations total,,,,,,"$774,556","['Bayt Al Shawareb', 'Noor Pictures', 'Immortal Entertainment']","['Jordan', 'United Kingdom', 'United Arab Emirates', 'Qatar']","Hejazi Arabic , English",,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,A War (Danish film),Tobias Lindholm,Tobias Lindholm,"['René Ezra', 'Tomas Radoor']","['Pilou Asbæk', 'Søren Malling']",Magnus Nordenhof Jønck,Adam Nielsen,Sune Rose Wagner,Nordisk Film Distribution,['27 August 2015'],115 minutes,Denmark,Danish,115,2015-08-27,,,,,,,,,,,"['8 million Danish krone', '( USD$ 1.2 million)']","$880,073","['AZ Celtic Films', 'Nordisk Film Production']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,The Salesman,Asghar Farhadi,Asghar Farhadi,"['Alexandre Mallet-Guy', 'Asghar Farhadi']","['Shahab Hosseini', 'Taraneh Alidoosti']",Hossein Jafarian,Hayedeh Safiyari,Sattar Oraki,"['Filmiran', 'Memento Films Distribution']","['21 May 2016 ( Cannes )', '31 August 2016 (Iran)', '2 November 2016 (France)']",125 minutes,,Persian,125,2016-05-21,N/A,N/A,96%,"Min-jae has decided to sell his precious camera in order to buy his granddaughter a new back pack. After getting humiliated in a camera shop, he decides to become a salesman in order to sell his camera.","Short, Drama, Family",N/A,,,,,,16.1 billion toman,"['Memento Films Production', 'Asghar Farhadi Production', 'Arte France Cinéma']","['Iran', 'France']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Land of Mine,Martin Zandvliet,,"['Malte Grunert', 'Mikael Chr. Rieks']","['Roland Møller', 'Mikkel Følsgaard']",Camilla Hjelm Knudsen,"['Per Sandholt', 'Molly Malene Stensgaard']",Sune Martin,Nordisk Film,"['10 September 2015 ( TIFF )', '3 December  2015 (Denmark)']",90 minutes,,,90,2015-09-10,N/A,N/A,,"On a remote farm deep in the Peruvian Andes, a farmer is putting a halt to the plans of one of the biggest mining companies in the world. Having endured over 5 years of court proceedings, Máxima Acuña and her family continue in their","Documentary, Short, Biography",2 wins,Martin Zandvliet,,,,35.5 million DKK,$3.1 million,,"['Denmark', 'Germany']","['German', 'Danish']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,A Man Called Ove,Hannes Holm,Hannes Holm,"['Annica Bellander', 'Fredrik Wikström Nicastro']","['Rolf Lassgård', 'Bahar Pars', 'Filip Berg', 'Ida Engvoll']",Göran Hallberg,Fredrik Morheden,Gaute Storaas,Nordisk Film,['25 December 2015'],116 minutes,Sweden,Swedish,116,2015-12-25,,,,,,,,,"['A Man Called Ove', 'by', 'Fredrik Backman']",Tre Vänner,,$29.4 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Tanna,"['Martin Butler', 'Bentley Dean']",,"['Carolyn Johnson', 'Bentley Dean', 'Martin Butler']","['Marie Wawa', 'Mungau Dain']",Bentley Dean,Tania Nehme,Antony Partos,Lightyear Entertainment,['7 September 2015 ( Venice )'],100 minutes,,Southwest Tanna,100,2015-09-07,6.9,75,93%,"Set on a remote Pacific island, covered in rain forest and dominated by an active volcano, this heartfelt story, enacted by the Yakel tribe, tells of a sister's loyalty, a forbidden love affair and the pact between the old ways and t","Adventure, Drama, Romance",Nominated for 1 Oscar. 9 wins & 20 nominations total,"['Martin Butler', 'Bentley Dean', 'John Collee']",,,,,"$69,961",,"['Australia', 'Vanuatu']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Toni Erdmann,Maren Ade,Maren Ade,"['Maren Ade', 'Jonas Dornbach', 'Janine Jackowski', 'Michael Merkt']","['Peter Simonischek', 'Sandra Hüller', 'Ingrid Bisu', 'Michael Wittenborn', 'Thomas Loibl', 'Trystan Pütter', 'Hadewych Minis', 'Lucy Russell', 'Vlad Ivanov', 'Victoria Cocias']",Patrick Orth,Heike Parplies,,"['NFP Marketing & Distribution', 'Filmladen']","['14 May 2016 ( Cannes )', '14 July 2016 (Germany)', '15 July 2016 (Austria)']",162 minutes,,,162,2016-05-14,7.4,93,93%,A practical joking father tries to reconnect with his hard working daughter by creating an outrageous alter ego and posing as her CEO's life coach.,"Comedy, Drama",Nominated for 1 Oscar. 59 wins & 84 nominations total,,,,,"['€ 3 million', '( USD$ 3.2 million)']",$11.7 million,"['Komplizen Film', 'coop99 filmproduktion', 'KNM', 'Missing Link Films', 'SWR', 'WDR', 'Arte']","['Germany', 'Austria']","['German', 'English', 'Romanian']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,A Fantastic Woman,Sebastián Lelio,"['Sebastián Lelio', 'Gonzalo Maza']","['Juan de Dios Larraín', 'Pablo Larraín']","['Daniela Vega', 'Francisco Reyes']",Benjamín Echazarreta,Soledad Salfate,Matthew Herbert,"['Participant Media (Chile)', 'Piffl Medien (Germany)', 'Bteam Pictures (Spain)', 'Sony Pictures Classics (United States)']","['12 February 2017 ( Berlin )', '6 April 2017 (Chile)', '7 September 2017 (Germany)', '20 October 2017 (Spain)', '2 February 2018 (United States)']",104 minutes,,Spanish,104,2017-02-12,,,,,,,,,,,,$3.7 million,"['Fabula', 'Komplizen Film']","['Chile', 'Germany', 'Spain', 'United States']",,,,,,,,,,Una mujer fantástica,,,,,,,,,,,,,,,,,,,
313,The Insult,Ziad Doueiri,"['Ziad Doueiri', 'Joelle Touma']","['Rachid Bouchareb', 'Jean Bréhat', 'Julie Gayet', 'Antoun Sehnaoui', 'Nadia Turincev']","['Adel Karam', 'Kamel El Basha']",Tommaso Fiorilli,Dominique Marcombe,Éric Neveux,"['Diaphana Films', 'Italia Film']","['31 August 2017 ( Venice )', '14 September 2017 (Lebanon)', '31 January 2018 (France)']",112 minutes,,Arabic,112,2017-08-31,8.3,N/A,,"A hilarious collection of some of the best Triumph the Insult Comic Dog segments from ""Late Night with Conan O'Brien.""",Comedy,N/A,,,,,,$1.6 million,"['Ezekiel Films', 'Tessalit Productions', 'Rouge International']","['Lebanon', 'France']",,,,,,,,Case No. 23,,,,,,,,,,,,Qadiyya raqm 23,,,,,,,,,
314,Loveless,Andrey Zvyagintsev,,"['Alexander Rodnyansky', 'Sergey Melkumov', 'Gleb Fetisov']","['Maryana Spivak', 'Aleksey Rozin', 'Matvey Novikov', 'Marina Vasilyeva', 'Andris Keišs']",Mikhail Krichman,Anna Mass,"['Evgueni Galperine', 'Sacha Galperine']",['Sony Pictures Releasing'],"['18 May 2017 ( Cannes )', '1 June 2017 (Russia)']",127 minutes,,Russian,127,2017-05-18,6.6,N/A,,"Twelve year old Aoyagi Ritsuka is left with his insane mother as his only family when his brother, Seimei, is killed suddenly. After moving to a new school, he meets Agatsuma Soubi, who claims to have known his brother. Ritsuka disco","Animation, Drama, Romance",N/A,"['Oleg Negin', 'Andrey Zvyagintsev']",,,,,$4.8 million,"['Arte France Cinéma', 'Why Not Productions']","['Russia', 'France', 'Belgium', 'Germany']",,,,,,,,,,,,,,,,,,,,Nelyubov,Нелюбовь,,,,,,,,
315,On Body and Soul,Ildikó Enyedi,Ildikó Enyedi,"['Ernő Mesterházy', 'András Muhi', 'Mónika Mécs']","['Géza Morcsányi', 'Alexandra Borbély']",Máté Herbai,Károly Szalai,Ádám Balázs,Netflix,"['10 February 2017 ( Berlin )', '2 March 2017 (Hungary)']",116 minutes,Hungary,Hungarian,116,2017-02-10,,,,,,,,,,,,$2.1 million,,,,,,,,,,,,,,,,,,,,,,,,Testről és lélekről,,,,,,,
316,The Square,Ruben Östlund,Ruben Östlund,"['Erik Hemmendorff', 'Philippe Bober']","['Claes Bang', 'Elisabeth Moss', 'Dominic West', 'Terry Notary']",Fredrik Wenzel,"['Ruben Östlund', 'Jacob Secher Schulsinger']",,"['TriArt Film (Sweden)', 'Alamode Filmverleih (Germany)', 'BAC Films (France)', 'Scanbox Entertainment (Denmark)']","['20 May 2017 ( Cannes )', '25 August 2017 (Sweden)', '18 October 2017 (France)', '19 October 2017 (Germany)', '23 November 2017 (Denmark)']",151 minutes,,,151,2017-05-20,7.2,73,85%,A prestigious Stockholm museum's chief art curator finds himself in times of both professional and personal crisis as he attempts to set up a controversial new exhibit.,"Comedy, Drama",Nominated for 1 Oscar. 34 wins & 44 nominations total,,,,,$5.5 million,$8.6 million,"['Plattform Produktion Film i Väst Essential Films Parisienne Coproduction Office Sveriges Television Imperative Entertainment Arte France Cinéma ZDF Arte Svenska Filminstitutet Eurimages Medienboard Berlin-Brandenburg Nordisk Film & TV Fund Det Danske Filminstitut Minorordiningen Alamode Filmverleih TriArt Distribution DR', 'Plattform Produktion', 'Film i Väst', 'Essential Films', 'Parisienne', 'Coproduction Office', 'Sveriges Television', 'Imperative Entertainment', 'Arte France Cinéma', 'ZDF', 'Arte', 'Svenska Filminstitutet', 'Eurimages', 'Medienboard Berlin-Brandenburg', 'Nordisk Film & TV Fund', 'Det Danske Filminstitut', 'Minorordiningen', 'Alamode Filmverleih', 'TriArt Distribution', 'DR']","['Sweden', 'France', 'Germany', 'Denmark']","['Swedish', 'English', 'Danish']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Roma,Alfonso Cuarón,Alfonso Cuarón,"['Gabriela Rodríguez', 'Alfonso Cuarón', 'Nicolás Celis']","['Yalitza Aparicio', 'Marina de Tavira']",Alfonso Cuarón,"['Alfonso Cuarón', 'Adam Gough']",,"['Espectáculos Fílmicos El Coyúl (Mexico)', 'Netflix (Worldwide)']","['30 August 2018 ( Venice )', '21 November 2018 (Mexico and United States)']",135 minutes,,,135,2018-08-30,7.7,96,96%,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,Drama,Won 3 Oscars. 250 wins & 218 nominations total,,,,,$15 million,$5.1 million,"['Espectáculos Fílmicos El Coyúl', 'Pimienta Films', 'Participant Media', 'Esperanto Filmoj']","['Mexico', 'United States']","['Spanish', 'Mixtec']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
